order_id,timestamp,event_type,side,price,size,trader_id,is_spoof
100032,0.024326,ADD,SELL,99.98,300,6,False
100033,0.025047,ADD,BUY,100.01,200,7,False
100034,0.025301,ADD,SELL,99.99,200,6,False
100035,0.026,ADD,BUY,100.02,300,10,False
100036,0.026419,ADD,BUY,99.98,500,7,False
100037,0.027418,ADD,SELL,99.95,200,10,False
100038,0.028376,ADD,SELL,100.0,20000,11,True
100039,0.028674,ADD,BUY,99.97,200,7,False
100040,0.029557,ADD,BUY,99.96,200,8,False
100006,0.029883,CANCEL,SELL,100.01,200,7,False
100041,0.030858,ADD,SELL,100.01,1000,3,False
100042,0.031398,ADD,BUY,100.02,100,3,False
100043,0.031964,ADD,BUY,99.96,100,6,False
100003,0.032816,EXECUTE,BUY,99.96,100,2,False
100025,0.033231,EXECUTE,SELL,99.98,300,9,False
100044,0.033598,ADD,BUY,99.99,100,3,False
100033,0.033974,CANCEL,BUY,100.01,200,7,False
100039,0.034618,CANCEL,BUY,99.97,200,7,False
100045,0.035494,ADD,SELL,99.98,100,8,False
100046,0.035749,ADD,SELL,100.0,100,1,False
100047,0.035993,ADD,BUY,99.98,100,5,False
100022,0.036931,CANCEL,SELL,99.97,100,10,False
100048,0.037886,ADD,BUY,99.98,200,7,False
100049,0.038311,ADD,BUY,100.05,200,1,False
100050,0.038957,ADD,SELL,99.99,200,3,False
100051,0.039323,ADD,SELL,99.96,100,4,False
100052,0.040159,ADD,SELL,100.03,200,4,False
100044,0.040954,EXECUTE,BUY,99.99,100,3,False
100053,0.041897,ADD,SELL,99.97,100,2,False
100054,0.042443,ADD,SELL,100.04,100,9,False
100055,0.042782,ADD,SELL,99.98,500,7,False
100056,0.043528,ADD,BUY,100.04,100,3,False
100057,0.044439,ADD,SELL,99.96,100,7,False
100058,0.04469,ADD,BUY,99.95,300,8,False
100059,0.044814,ADD,SELL,99.95,500,1,False
100060,0.045225,ADD,BUY,100.0,200,3,False
100049,0.045418,EXECUTE,BUY,100.05,200,1,False
100061,0.046261,ADD,SELL,99.99,100,8,False
100062,0.046429,ADD,SELL,99.96,500,7,False
100063,0.046806,ADD,BUY,100.0,200,10,False
100064,0.047778,ADD,BUY,100.0,200,9,False
100065,0.048484,ADD,BUY,99.98,200,4,False
100031,0.048718,CANCEL,SELL,100.0,15000,11,True
100054,0.048955,CANCEL,SELL,100.04,100,9,False
100066,0.049217,ADD,BUY,99.95,500,9,False
100067,0.049471,ADD,BUY,99.98,100,5,False
100068,0.04966,ADD,SELL,100.02,200,1,False
100069,0.0505,ADD,SELL,100.0,300,2,False
100030,0.05076,EXECUTE,BUY,99.97,300,4,False
100061,0.051082,EXECUTE,SELL,99.99,100,8,False
100034,0.05204,EXECUTE,SELL,99.99,200,6,False
100070,0.052597,ADD,SELL,99.98,200,2,False
100071,0.052861,ADD,SELL,100.01,300,1,False
100072,0.05378,ADD,SELL,99.97,300,2,False
100050,0.054116,CANCEL,SELL,99.99,200,3,False
100073,0.05431,ADD,SELL,100.04,200,7,False
100074,0.054445,ADD,SELL,100.0,100,4,False
100075,0.054938,ADD,BUY,99.96,200,6,False
100076,0.055699,ADD,BUY,100.05,200,1,False
100077,0.056549,ADD,SELL,100.04,500,4,False
100026,0.057348,CANCEL,BUY,100.0,20000,11,True
100038,0.058187,CANCEL,SELL,100.0,20000,11,True
100078,0.058858,ADD,SELL,99.96,300,10,False
100079,0.0592,ADD,SELL,100.01,100,6,False
100080,0.059901,ADD,SELL,99.98,200,4,False
100080,0.060755,EXECUTE,SELL,99.98,200,4,False
100081,0.061325,ADD,SELL,100.04,300,7,False
100082,0.06202,ADD,SELL,99.98,200,3,False
100077,0.062612,EXECUTE,SELL,100.04,500,4,False
100083,0.062866,ADD,BUY,100.03,300,10,False
100071,0.063838,EXECUTE,SELL,100.01,300,1,False
100084,0.06472,ADD,BUY,100.0,100,6,False
100084,0.065714,EXECUTE,BUY,100.0,100,6,False
100085,0.066297,ADD,SELL,100.02,300,10,False
100086,0.067097,ADD,BUY,100.01,500,5,False
100087,0.067264,ADD,BUY,99.96,100,6,False
100040,0.067659,EXECUTE,BUY,99.96,200,8,False
100088,0.068405,ADD,SELL,100.03,300,5,False
100079,0.069183,EXECUTE,SELL,100.01,100,6,False
100089,0.06986,ADD,BUY,100.03,100,7,False
100090,0.070394,ADD,SELL,99.95,100,1,False
100066,0.071366,EXECUTE,BUY,99.95,500,9,False
100091,0.071998,ADD,BUY,99.96,100,10,False
100018,0.072111,EXECUTE,BUY,99.99,200,6,False
100092,0.072275,ADD,SELL,99.96,200,4,False
100093,0.072566,ADD,BUY,100.01,10000,11,True
100094,0.07306,ADD,SELL,99.97,300,6,False
100095,0.073343,ADD,BUY,99.99,100,10,False
100082,0.073495,EXECUTE,SELL,99.98,200,3,False
100096,0.073761,ADD,BUY,99.97,100,10,False
100097,0.074181,ADD,BUY,99.95,200,1,False
100098,0.074406,ADD,SELL,99.99,100,1,False
100047,0.074758,CANCEL,BUY,99.98,100,5,False
100099,0.074966,ADD,SELL,100.05,200,3,False
100100,0.075914,ADD,BUY,100.03,100,1,False
100032,0.076419,EXECUTE,SELL,99.98,300,6,False
100101,0.077015,ADD,SELL,100.01,200,10,False
100102,0.077181,ADD,SELL,100.03,100,8,False
100103,0.077966,ADD,SELL,100.0,15000,11,True
100104,0.078436,ADD,BUY,99.99,200,3,False
100046,0.079087,EXECUTE,SELL,100.0,100,1,False
100105,0.079402,ADD,SELL,99.96,100,2,False
100106,0.079596,ADD,SELL,99.97,100,3,False
100107,0.080269,ADD,BUY,100.04,100,6,False
100108,0.081114,ADD,BUY,100.0,10000,11,True
100109,0.081757,ADD,BUY,100.03,300,8,False
100035,0.082313,EXECUTE,BUY,100.02,300,10,False
100110,0.083278,ADD,SELL,100.02,200,9,False
100111,0.083604,ADD,BUY,99.99,300,2,False
100112,0.083741,ADD,SELL,99.97,100,7,False
100113,0.084689,ADD,BUY,100.03,100,1,False
100094,0.084934,EXECUTE,SELL,99.97,300,6,False
100114,0.085499,ADD,BUY,100.04,100,6,False
100115,0.086277,ADD,BUY,99.99,300,6,False
100116,0.086801,ADD,SELL,99.96,300,8,False
100117,0.087767,ADD,BUY,100.04,200,5,False
100021,0.088683,EXECUTE,BUY,100.0,100,4,False
100118,0.089268,ADD,BUY,99.98,300,8,False
100119,0.089484,ADD,BUY,100.0,15000,11,True
100016,0.090309,CANCEL,SELL,99.99,100,5,False
100120,0.09045,ADD,SELL,100.03,500,1,False
100121,0.090622,ADD,SELL,100.05,200,4,False
100122,0.090724,ADD,BUY,100.05,200,9,False
100123,0.091327,ADD,BUY,100.04,200,8,False
100124,0.091536,ADD,SELL,100.04,200,3,False
100125,0.092023,ADD,BUY,100.03,300,3,False
100048,0.092899,EXECUTE,BUY,99.98,200,7,False
100126,0.093356,ADD,BUY,99.97,100,3,False
100127,0.093588,ADD,SELL,99.96,200,1,False
100076,0.094461,EXECUTE,BUY,100.05,200,1,False
100089,0.094619,EXECUTE,BUY,100.03,100,7,False
100128,0.095435,ADD,SELL,100.02,200,3,False
100129,0.096225,ADD,SELL,99.99,200,6,False
100115,0.097192,EXECUTE,BUY,99.99,300,6,False
100023,0.098162,CANCEL,SELL,99.99,100,10,False
100130,0.099031,ADD,BUY,100.0,300,7,False
100057,0.099254,EXECUTE,SELL,99.96,100,7,False
100081,0.099686,EXECUTE,SELL,100.04,300,7,False
100131,0.10044,ADD,SELL,99.96,100,2,False
100132,0.101171,ADD,SELL,99.96,200,9,False
100133,0.101524,ADD,BUY,100.03,100,2,False
100110,0.10195,EXECUTE,SELL,100.02,200,9,False
100134,0.102529,ADD,BUY,100.0,300,8,False
100119,0.103484,CANCEL,BUY,100.0,15000,11,True
100135,0.103643,ADD,BUY,99.96,300,4,False
100063,0.104176,CANCEL,BUY,100.0,200,10,False
100136,0.10487,ADD,SELL,99.98,100,9,False
100105,0.105101,EXECUTE,SELL,99.96,100,2,False
100009,0.10535,CANCEL,BUY,99.99,200,7,False
100137,0.105552,ADD,BUY,100.01,100,9,False
100138,0.106369,ADD,SELL,100.01,200,8,False
100104,0.106801,EXECUTE,BUY,99.99,200,3,False
100139,0.107744,ADD,SELL,100.0,100,5,False
100140,0.108005,ADD,SELL,100.05,1000,3,False
100141,0.108736,ADD,SELL,100.01,300,4,False
100142,0.108995,ADD,SELL,99.96,200,4,False
100109,0.109404,EXECUTE,BUY,100.03,300,8,False
100143,0.109812,ADD,BUY,99.98,300,6,False
100062,0.110284,EXECUTE,SELL,99.96,500,7,False
100134,0.110671,EXECUTE,BUY,100.0,300,8,False
100144,0.110967,ADD,BUY,99.96,200,7,False
100145,0.111761,ADD,BUY,100.04,500,5,False
100146,0.112748,ADD,BUY,100.01,5000,11,True
100147,0.112978,ADD,BUY,100.0,200,1,False
100148,0.113564,ADD,SELL,100.04,100,7,False
100149,0.113783,ADD,SELL,99.96,1000,8,False
100140,0.114068,EXECUTE,SELL,100.05,1000,3,False
100150,0.114797,ADD,SELL,99.98,300,6,False
100151,0.115364,ADD,SELL,100.03,500,8,False
100152,0.115717,ADD,SELL,100.0,200,6,False
100153,0.116013,ADD,SELL,99.99,15000,11,True
100154,0.116241,ADD,SELL,100.0,300,3,False
100146,0.116419,CANCEL,BUY,100.01,5000,11,True
100155,0.117316,ADD,SELL,100.02,100,3,False
100156,0.117634,ADD,SELL,99.98,200,6,False
100157,0.118208,ADD,BUY,99.98,300,9,False
100158,0.119154,ADD,BUY,100.02,100,1,False
100159,0.119368,ADD,BUY,100.0,1000,2,False
100160,0.120138,ADD,BUY,100.01,500,6,False
100161,0.121127,ADD,SELL,99.96,100,7,False
100154,0.122053,CANCEL,SELL,100.0,300,3,False
100162,0.122555,ADD,BUY,99.99,100,3,False
100163,0.123194,ADD,BUY,100.0,1000,9,False
100164,0.124079,ADD,BUY,100.03,100,5,False
100165,0.125057,ADD,BUY,100.01,100,10,False
100165,0.125863,EXECUTE,BUY,100.01,100,10,False
100036,0.126284,EXECUTE,BUY,99.98,500,7,False
100127,0.127246,EXECUTE,SELL,99.96,200,1,False
100166,0.127842,ADD,SELL,99.97,100,9,False
100167,0.128746,ADD,BUY,99.99,100,8,False
100168,0.128984,ADD,SELL,100.0,5000,11,True
100169,0.129592,ADD,SELL,100.0,200,4,False
100170,0.130038,ADD,BUY,99.99,500,8,False
100171,0.130561,ADD,BUY,100.02,500,7,False
100099,0.131029,EXECUTE,SELL,100.05,200,3,False
100172,0.13143,ADD,SELL,100.01,15000,11,True
100037,0.132259,EXECUTE,SELL,99.95,200,10,False
100173,0.132508,ADD,BUY,100.04,100,3,False
100174,0.132693,ADD,SELL,99.97,200,8,False
100175,0.133668,ADD,SELL,100.0,10000,11,True
100121,0.134303,EXECUTE,SELL,100.05,200,4,False
100150,0.134836,CANCEL,SELL,99.98,300,6,False
100041,0.135198,EXECUTE,SELL,100.01,1000,3,False
100176,0.13545,ADD,SELL,100.02,100,1,False
100177,0.135913,ADD,BUY,100.01,100,8,False
100178,0.136202,ADD,SELL,99.99,300,1,False
100152,0.137074,CANCEL,SELL,100.0,200,6,False
100179,0.13746,ADD,SELL,99.99,10000,11,True
100180,0.137778,ADD,SELL,99.96,100,7,False
100181,0.138475,ADD,BUY,100.02,100,3,False
100182,0.139358,ADD,SELL,100.05,200,9,False
100183,0.140011,ADD,BUY,99.99,200,3,False
100184,0.140804,ADD,SELL,100.0,200,5,False
100098,0.141614,EXECUTE,SELL,99.99,100,1,False
100185,0.142239,ADD,SELL,100.0,100,1,False
100186,0.143095,ADD,SELL,100.01,100,4,False
100163,0.144044,EXECUTE,BUY,100.0,1000,9,False
100187,0.144185,ADD,BUY,99.95,200,3,False
100188,0.144686,ADD,SELL,99.96,100,10,False
100189,0.145185,ADD,BUY,99.96,100,9,False
100190,0.145772,ADD,SELL,100.03,200,10,False
100191,0.146377,ADD,BUY,99.98,200,8,False
100192,0.147021,ADD,BUY,99.98,200,7,False
100193,0.147826,ADD,SELL,99.95,100,10,False
100194,0.147986,ADD,SELL,99.99,300,9,False
100195,0.148319,ADD,SELL,99.98,300,8,False
100196,0.148651,ADD,SELL,99.96,100,5,False
100197,0.148873,ADD,BUY,100.0,5000,11,True
100172,0.149385,CANCEL,SELL,100.01,15000,11,True
100161,0.1495,CANCEL,SELL,99.96,100,7,False
100198,0.150214,ADD,SELL,100.05,200,6,False
100145,0.150877,EXECUTE,BUY,100.04,500,5,False
100199,0.151705,ADD,BUY,100.05,100,5,False
100200,0.152493,ADD,SELL,100.05,200,7,False
100201,0.153451,ADD,BUY,100.04,100,5,False
100202,0.154192,ADD,BUY,99.98,100,6,False
100203,0.154787,ADD,SELL,99.96,200,1,False
100204,0.155678,ADD,SELL,99.96,100,2,False
100205,0.156159,ADD,SELL,99.96,200,6,False
100124,0.156563,EXECUTE,SELL,100.04,200,3,False
100206,0.156895,ADD,SELL,99.98,300,9,False
100207,0.15759,ADD,BUY,99.96,100,3,False
100208,0.158204,ADD,SELL,100.02,100,7,False
100209,0.158388,ADD,SELL,99.97,100,8,False
100210,0.15921,ADD,SELL,99.97,500,8,False
100074,0.159643,EXECUTE,SELL,100.0,100,4,False
100211,0.159931,ADD,BUY,99.95,1000,8,False
100212,0.16083,ADD,SELL,100.02,300,3,False
100213,0.161543,ADD,BUY,100.0,500,1,False
100214,0.161693,ADD,BUY,100.01,200,7,False
100215,0.162563,ADD,SELL,99.98,200,10,False
100204,0.162937,EXECUTE,SELL,99.96,100,2,False
100216,0.163879,ADD,SELL,100.01,100,5,False
100106,0.16399,EXECUTE,SELL,99.97,100,3,False
100122,0.164815,CANCEL,BUY,100.05,200,9,False
100217,0.165693,ADD,BUY,100.04,200,5,False
100218,0.166397,ADD,BUY,99.96,500,3,False
100219,0.166822,ADD,BUY,100.0,20000,11,True
100220,0.167768,ADD,SELL,100.04,200,9,False
100221,0.168703,ADD,SELL,99.97,200,7,False
100222,0.169457,ADD,SELL,100.02,300,10,False
100108,0.170057,CANCEL,BUY,100.0,10000,11,True
100223,0.170866,ADD,BUY,99.96,100,7,False
100147,0.17159,CANCEL,BUY,100.0,200,1,False
100224,0.172233,ADD,BUY,100.02,100,5,False
100225,0.172519,ADD,BUY,100.04,300,10,False
100226,0.173199,ADD,BUY,100.01,100,6,False
100227,0.173818,ADD,SELL,99.98,100,4,False
100228,0.174131,ADD,BUY,99.98,100,3,False
100229,0.175013,ADD,BUY,99.99,200,9,False
100103,0.175296,CANCEL,SELL,100.0,15000,11,True
100230,0.175997,ADD,BUY,100.02,300,3,False
100148,0.176602,EXECUTE,SELL,100.04,100,7,False
100231,0.176782,ADD,BUY,100.0,200,2,False
100232,0.177216,ADD,BUY,99.96,100,9,False
100233,0.178194,ADD,BUY,100.02,100,4,False
100234,0.17887,ADD,BUY,100.01,300,7,False
100055,0.179698,EXECUTE,SELL,99.98,500,7,False
100235,0.180607,ADD,BUY,100.0,100,1,False
100236,0.180854,ADD,SELL,99.97,200,7,False
100237,0.181166,ADD,BUY,100.04,200,7,False
100238,0.181567,ADD,BUY,99.99,15000,11,True
100239,0.181859,ADD,BUY,99.98,100,7,False
100240,0.182789,ADD,SELL,99.98,100,4,False
100241,0.183474,ADD,SELL,100.01,500,6,False
100242,0.18437,ADD,BUY,99.96,100,1,False
100144,0.184539,EXECUTE,BUY,99.96,200,7,False
100243,0.185379,ADD,SELL,100.04,1000,3,False
100244,0.185762,ADD,SELL,100.0,15000,11,True
100184,0.18653,EXECUTE,SELL,100.0,200,5,False
100245,0.187102,ADD,BUY,99.96,500,10,False
100246,0.188041,ADD,SELL,100.0,200,4,False
100247,0.188161,ADD,SELL,99.98,100,9,False
100137,0.188558,EXECUTE,BUY,100.01,100,9,False
100248,0.189075,ADD,BUY,100.05,300,1,False
100139,0.189288,EXECUTE,SELL,100.0,100,5,False
100249,0.190087,ADD,SELL,99.99,20000,11,True
100250,0.190414,ADD,BUY,99.99,500,5,False
100221,0.191008,EXECUTE,SELL,99.97,200,7,False
100251,0.191445,ADD,BUY,100.0,10000,11,True
100252,0.191624,ADD,BUY,100.02,200,10,False
100253,0.191839,ADD,SELL,100.04,500,6,False
100244,0.191997,CANCEL,SELL,100.0,15000,11,True
100238,0.19287,CANCEL,BUY,99.99,15000,11,True
100254,0.19306,ADD,SELL,99.99,10000,11,True
100255,0.193705,ADD,BUY,100.02,200,4,False
100256,0.194646,ADD,SELL,99.97,300,4,False
100257,0.195288,ADD,BUY,100.0,10000,11,True
100258,0.196286,ADD,SELL,99.98,500,1,False
100259,0.197054,ADD,BUY,100.03,200,9,False
100260,0.197259,ADD,BUY,99.99,200,3,False
100261,0.197585,ADD,BUY,100.03,300,6,False
100262,0.198479,ADD,BUY,100.04,100,10,False
100263,0.199401,ADD,SELL,99.95,1000,8,False
100264,0.19974,ADD,BUY,100.02,100,5,False
100265,0.200245,ADD,BUY,99.99,200,7,False
100222,0.200831,CANCEL,SELL,100.02,300,10,False
100266,0.201291,ADD,SELL,100.04,100,10,False
100267,0.202014,ADD,SELL,100.03,300,4,False
100268,0.202257,ADD,BUY,100.03,100,5,False
100269,0.203117,ADD,SELL,100.04,100,2,False
100270,0.203949,ADD,BUY,100.03,100,7,False
100271,0.204377,ADD,BUY,99.95,200,1,False
100272,0.204928,ADD,SELL,100.03,100,7,False
100273,0.20534,ADD,BUY,100.03,200,2,False
100053,0.205513,EXECUTE,SELL,99.97,100,2,False
100072,0.205735,EXECUTE,SELL,99.97,300,2,False
100271,0.206606,EXECUTE,BUY,99.95,200,1,False
100274,0.207192,ADD,BUY,100.03,200,8,False
100275,0.208078,ADD,SELL,100.0,10000,11,True
100276,0.208882,ADD,BUY,100.02,500,9,False
100277,0.209854,ADD,SELL,100.01,200,5,False
100278,0.209974,ADD,SELL,100.0,200,5,False
100279,0.210321,ADD,SELL,100.0,200,5,False
100280,0.210976,ADD,BUY,100.01,10000,11,True
100281,0.211866,ADD,SELL,100.0,10000,11,True
100282,0.212069,ADD,SELL,100.02,100,4,False
100283,0.21277,ADD,SELL,100.01,200,3,False
100284,0.212878,ADD,SELL,99.99,300,7,False
100285,0.213278,ADD,SELL,99.99,100,7,False
100286,0.214153,ADD,SELL,100.03,200,8,False
100129,0.214416,CANCEL,SELL,99.99,200,6,False
100287,0.215024,ADD,SELL,100.03,200,3,False
100288,0.215262,ADD,SELL,100.04,300,7,False
100289,0.215391,ADD,BUY,100.01,300,10,False
100290,0.215564,ADD,BUY,100.01,300,3,False
100291,0.216458,ADD,BUY,100.0,300,3,False
100292,0.216762,ADD,SELL,100.0,100,8,False
100293,0.217039,ADD,SELL,100.01,10000,11,True
100294,0.217674,ADD,SELL,100.0,15000,11,True
100295,0.218291,ADD,BUY,99.99,100,5,False
100286,0.218985,EXECUTE,SELL,100.03,200,8,False
100296,0.219227,ADD,BUY,99.97,100,9,False
100142,0.219831,EXECUTE,SELL,99.96,200,4,False
100297,0.220261,ADD,SELL,100.04,200,5,False
100042,0.22046,EXECUTE,BUY,100.02,100,3,False
100298,0.221457,ADD,BUY,99.99,100,3,False
100299,0.221961,ADD,SELL,100.0,100,5,False
100300,0.22253,ADD,BUY,99.98,100,7,False
100301,0.223173,ADD,SELL,100.0,200,2,False
100043,0.224131,CANCEL,BUY,99.96,100,6,False
100302,0.224765,ADD,SELL,100.04,300,1,False
100303,0.225367,ADD,SELL,100.01,300,7,False
100304,0.225848,ADD,BUY,100.03,200,10,False
100305,0.22652,ADD,SELL,100.01,500,7,False
100306,0.227484,ADD,SELL,100.02,300,2,False
100307,0.227784,ADD,BUY,99.95,100,1,False
100166,0.228521,EXECUTE,SELL,99.97,100,9,False
100308,0.229495,ADD,SELL,99.97,200,9,False
100309,0.230112,ADD,BUY,99.95,500,10,False
100310,0.231085,ADD,SELL,100.01,300,4,False
100213,0.231902,CANCEL,BUY,100.0,500,1,False
100311,0.23264,ADD,SELL,100.02,100,3,False
100312,0.232928,ADD,SELL,100.01,100,7,False
100069,0.233305,EXECUTE,SELL,100.0,300,2,False
100313,0.234082,ADD,SELL,100.02,200,7,False
100314,0.234953,ADD,BUY,100.01,300,1,False
100315,0.235418,ADD,SELL,99.98,200,8,False
100316,0.235765,ADD,SELL,100.0,20000,11,True
100317,0.235876,ADD,SELL,99.99,20000,11,True
100190,0.236015,EXECUTE,SELL,100.03,200,10,False
100318,0.236452,ADD,SELL,99.96,100,10,False
100319,0.236612,ADD,BUY,99.97,200,8,False
100320,0.237509,ADD,BUY,100.05,200,8,False
100321,0.238027,ADD,BUY,100.01,1000,10,False
100322,0.238775,ADD,SELL,99.98,100,2,False
100323,0.239179,ADD,BUY,100.05,300,10,False
100324,0.239576,ADD,BUY,100.03,100,10,False
100325,0.2402,ADD,SELL,100.02,200,8,False
100168,0.240738,CANCEL,SELL,100.0,5000,11,True
100326,0.241343,ADD,BUY,99.96,500,1,False
100327,0.241494,ADD,BUY,100.02,200,6,False
100328,0.242315,ADD,BUY,100.03,200,7,False
100329,0.24311,ADD,SELL,99.99,1000,3,False
100330,0.24365,ADD,BUY,99.97,100,5,False
100331,0.24384,ADD,SELL,100.0,20000,11,True
100332,0.244288,ADD,BUY,99.98,300,4,False
100237,0.244729,EXECUTE,BUY,100.04,200,7,False
100333,0.244975,ADD,BUY,100.03,200,7,False
100212,0.245125,EXECUTE,SELL,100.02,300,3,False
100334,0.245497,ADD,SELL,100.04,200,6,False
100056,0.245944,EXECUTE,BUY,100.04,100,3,False
100335,0.246259,ADD,SELL,100.03,200,9,False
100114,0.24705,EXECUTE,BUY,100.04,100,6,False
100336,0.247457,ADD,SELL,99.96,100,10,False
100093,0.248291,CANCEL,BUY,100.01,10000,11,True
100337,0.249239,ADD,SELL,100.0,5000,11,True
100338,0.24942,ADD,BUY,100.05,100,7,False
100339,0.250351,ADD,SELL,99.97,300,3,False
100340,0.251243,ADD,BUY,100.01,200,9,False
100341,0.2516,ADD,SELL,100.02,300,9,False
100342,0.252163,ADD,SELL,100.04,100,6,False
100343,0.252328,ADD,SELL,100.02,100,2,False
100344,0.25327,ADD,SELL,100.04,200,4,False
100345,0.253496,ADD,SELL,99.99,5000,11,True
100138,0.253643,EXECUTE,SELL,100.01,200,8,False
100346,0.254168,ADD,BUY,99.98,100,6,False
100157,0.254754,EXECUTE,BUY,99.98,300,9,False
100347,0.255164,ADD,BUY,100.0,200,2,False
100348,0.255264,ADD,SELL,100.0,300,7,False
100349,0.255458,ADD,BUY,99.98,500,9,False
100130,0.256424,EXECUTE,BUY,100.0,300,7,False
100350,0.256535,ADD,SELL,99.96,200,5,False
100351,0.257503,ADD,SELL,99.96,200,5,False
100326,0.258308,EXECUTE,BUY,99.96,500,1,False
100352,0.258477,ADD,SELL,100.04,300,10,False
100353,0.259204,ADD,BUY,99.98,100,1,False
100354,0.259979,ADD,BUY,99.98,100,6,False
100355,0.260088,ADD,BUY,100.04,500,8,False
100052,0.260953,EXECUTE,SELL,100.03,200,4,False
100356,0.261675,ADD,BUY,100.04,300,8,False
100357,0.261999,ADD,SELL,100.04,500,10,False
100358,0.262343,ADD,BUY,99.98,500,4,False
100359,0.262754,ADD,BUY,100.0,200,3,False
100360,0.263498,ADD,SELL,99.95,100,1,False
100361,0.26421,ADD,BUY,99.95,1000,2,False
100362,0.264791,ADD,SELL,100.0,300,6,False
100363,0.265347,ADD,SELL,100.04,200,2,False
100364,0.265758,ADD,BUY,99.95,200,5,False
100365,0.265901,ADD,SELL,99.96,200,3,False
100366,0.266856,ADD,BUY,99.96,1000,5,False
100367,0.267114,ADD,BUY,99.96,200,1,False
100368,0.267829,ADD,SELL,99.97,100,9,False
100369,0.268517,ADD,BUY,99.96,100,2,False
100370,0.268629,ADD,SELL,99.99,100,8,False
100371,0.269321,ADD,SELL,100.01,200,10,False
100372,0.269723,ADD,BUY,100.03,300,10,False
100373,0.270447,ADD,SELL,100.0,100,5,False
100374,0.270654,ADD,BUY,100.01,300,8,False
100375,0.271264,ADD,BUY,100.0,300,9,False
100376,0.27194,ADD,SELL,99.99,100,3,False
100377,0.272364,ADD,BUY,99.96,200,3,False
100378,0.273177,ADD,SELL,100.04,300,4,False
100379,0.273609,ADD,BUY,100.01,15000,11,True
100268,0.274164,EXECUTE,BUY,100.03,100,5,False
100249,0.275087,CANCEL,SELL,99.99,20000,11,True
100245,0.275681,EXECUTE,BUY,99.96,500,10,False
100380,0.276213,ADD,SELL,100.03,1000,7,False
100381,0.277049,ADD,BUY,100.01,100,5,False
100382,0.277735,ADD,BUY,100.05,300,6,False
100383,0.278078,ADD,SELL,100.03,300,2,False
100384,0.278763,ADD,SELL,100.02,200,2,False
100385,0.278949,ADD,BUY,100.0,20000,11,True
100386,0.279712,ADD,BUY,100.04,100,10,False
100387,0.280139,ADD,SELL,100.0,20000,11,True
100388,0.280733,ADD,SELL,99.99,100,9,False
100389,0.281661,ADD,SELL,99.95,100,5,False
100390,0.281794,ADD,BUY,100.05,200,6,False
100293,0.282114,CANCEL,SELL,100.01,10000,11,True
100391,0.283085,ADD,BUY,99.99,200,6,False
100392,0.283935,ADD,BUY,99.98,500,9,False
100393,0.284296,ADD,SELL,100.02,200,1,False
100394,0.285249,ADD,BUY,100.01,1000,9,False
100376,0.285801,EXECUTE,SELL,99.99,100,3,False
100135,0.286236,EXECUTE,BUY,99.96,300,4,False
100395,0.286623,ADD,BUY,100.01,5000,11,True
100396,0.286816,ADD,BUY,99.96,100,8,False
100397,0.287142,ADD,SELL,100.04,1000,6,False
100398,0.287776,ADD,SELL,100.04,1000,3,False
100399,0.288425,ADD,SELL,100.02,300,4,False
100400,0.288941,ADD,SELL,100.02,200,10,False
