order_id,timestamp,event_type,side,price,size,trader_id,is_spoof,is_buy,is_sell,is_add,is_cancel,is_execute,order_lifetime,order_age
100125,0.092023,ADD,BUY,100.03,300,3,False,1,0,1,0,0,0.0,0.0
100048,0.092899,EXECUTE,BUY,99.98,200,7,False,1,0,0,0,1,0.055013,0.055013
100126,0.093356,ADD,BUY,99.97,100,3,False,1,0,1,0,0,0.0,0.0
100127,0.093588,ADD,SELL,99.96,200,1,False,0,1,1,0,0,0.0,0.0
100076,0.094461,EXECUTE,BUY,100.05,200,1,False,1,0,0,0,1,0.038762,0.038762
100089,0.094619,EXECUTE,BUY,100.03,100,7,False,1,0,0,0,1,0.024759,0.024759
100128,0.095435,ADD,SELL,100.02,200,3,False,0,1,1,0,0,0.0,0.0
100129,0.096225,ADD,SELL,99.99,200,6,False,0,1,1,0,0,0.0,0.0
100115,0.097192,EXECUTE,BUY,99.99,300,6,False,1,0,0,0,1,0.010915,0.010915
100023,0.098162,CANCEL,SELL,99.99,100,10,False,0,1,0,1,0,0.079346,0.079346
100130,0.099031,ADD,BUY,100.0,300,7,False,1,0,1,0,0,0.0,0.0
100057,0.099254,EXECUTE,SELL,99.96,100,7,False,0,1,0,0,1,0.054815,0.054815
100081,0.099686,EXECUTE,SELL,100.04,300,7,False,0,1,0,0,1,0.038361,0.038361
100131,0.10044,ADD,SELL,99.96,100,2,False,0,1,1,0,0,0.0,0.0
100132,0.101171,ADD,SELL,99.96,200,9,False,0,1,1,0,0,0.0,0.0
100133,0.101524,ADD,BUY,100.03,100,2,False,1,0,1,0,0,0.0,0.0
100110,0.10195,EXECUTE,SELL,100.02,200,9,False,0,1,0,0,1,0.018672,0.018672
100134,0.102529,ADD,BUY,100.0,300,8,False,1,0,1,0,0,0.0,0.0
100119,0.103484,CANCEL,BUY,100.0,15000,11,True,1,0,0,1,0,0.014,0.014
100135,0.103643,ADD,BUY,99.96,300,4,False,1,0,1,0,0,0.0,0.0
100063,0.104176,CANCEL,BUY,100.0,200,10,False,1,0,0,1,0,0.05737,0.05737
100136,0.10487,ADD,SELL,99.98,100,9,False,0,1,1,0,0,0.0,0.0
100105,0.105101,EXECUTE,SELL,99.96,100,2,False,0,1,0,0,1,0.025699,0.025699
100009,0.10535,CANCEL,BUY,99.99,200,7,False,1,0,0,1,0,0.098848,0.098848
100137,0.105552,ADD,BUY,100.01,100,9,False,1,0,1,0,0,0.0,0.0
100138,0.106369,ADD,SELL,100.01,200,8,False,0,1,1,0,0,0.0,0.0
100104,0.106801,EXECUTE,BUY,99.99,200,3,False,1,0,0,0,1,0.028365,0.028365
100139,0.107744,ADD,SELL,100.0,100,5,False,0,1,1,0,0,0.0,0.0
100140,0.108005,ADD,SELL,100.05,1000,3,False,0,1,1,0,0,0.0,0.0
100141,0.108736,ADD,SELL,100.01,300,4,False,0,1,1,0,0,0.0,0.0
100142,0.108995,ADD,SELL,99.96,200,4,False,0,1,1,0,0,0.0,0.0
100109,0.109404,EXECUTE,BUY,100.03,300,8,False,1,0,0,0,1,0.027647,0.027647
100143,0.109812,ADD,BUY,99.98,300,6,False,1,0,1,0,0,0.0,0.0
100062,0.110284,EXECUTE,SELL,99.96,500,7,False,0,1,0,0,1,0.063855,0.063855
100134,0.110671,EXECUTE,BUY,100.0,300,8,False,1,0,0,0,1,0.008142,0.008142
100144,0.110967,ADD,BUY,99.96,200,7,False,1,0,1,0,0,0.0,0.0
100145,0.111761,ADD,BUY,100.04,500,5,False,1,0,1,0,0,0.0,0.0
100146,0.112748,ADD,BUY,100.01,5000,11,True,1,0,1,0,0,0.0,0.0
100147,0.112978,ADD,BUY,100.0,200,1,False,1,0,1,0,0,0.0,0.0
100148,0.113564,ADD,SELL,100.04,100,7,False,0,1,1,0,0,0.0,0.0
100149,0.113783,ADD,SELL,99.96,1000,8,False,0,1,1,0,0,0.0,0.0
100140,0.114068,EXECUTE,SELL,100.05,1000,3,False,0,1,0,0,1,0.006063,0.006063
100150,0.114797,ADD,SELL,99.98,300,6,False,0,1,1,0,0,0.0,0.0
100151,0.115364,ADD,SELL,100.03,500,8,False,0,1,1,0,0,0.0,0.0
100152,0.115717,ADD,SELL,100.0,200,6,False,0,1,1,0,0,0.0,0.0
100153,0.116013,ADD,SELL,99.99,15000,11,True,0,1,1,0,0,0.0,0.0
100154,0.116241,ADD,SELL,100.0,300,3,False,0,1,1,0,0,0.0,0.0
100146,0.116419,CANCEL,BUY,100.01,5000,11,True,1,0,0,1,0,0.003671,0.003671
100155,0.117316,ADD,SELL,100.02,100,3,False,0,1,1,0,0,0.0,0.0
100156,0.117634,ADD,SELL,99.98,200,6,False,0,1,1,0,0,0.0,0.0
100157,0.118208,ADD,BUY,99.98,300,9,False,1,0,1,0,0,0.0,0.0
100158,0.119154,ADD,BUY,100.02,100,1,False,1,0,1,0,0,0.0,0.0
100159,0.119368,ADD,BUY,100.0,1000,2,False,1,0,1,0,0,0.0,0.0
100160,0.120138,ADD,BUY,100.01,500,6,False,1,0,1,0,0,0.0,0.0
100161,0.121127,ADD,SELL,99.96,100,7,False,0,1,1,0,0,0.0,0.0
100154,0.122053,CANCEL,SELL,100.0,300,3,False,0,1,0,1,0,0.005812,0.005812
100162,0.122555,ADD,BUY,99.99,100,3,False,1,0,1,0,0,0.0,0.0
100163,0.123194,ADD,BUY,100.0,1000,9,False,1,0,1,0,0,0.0,0.0
100164,0.124079,ADD,BUY,100.03,100,5,False,1,0,1,0,0,0.0,0.0
100165,0.125057,ADD,BUY,100.01,100,10,False,1,0,1,0,0,0.0,0.0
100165,0.125863,EXECUTE,BUY,100.01,100,10,False,1,0,0,0,1,0.000806,0.000806
100036,0.126284,EXECUTE,BUY,99.98,500,7,False,1,0,0,0,1,0.099865,0.099865
100127,0.127246,EXECUTE,SELL,99.96,200,1,False,0,1,0,0,1,0.033658,0.033658
100166,0.127842,ADD,SELL,99.97,100,9,False,0,1,1,0,0,0.0,0.0
100167,0.128746,ADD,BUY,99.99,100,8,False,1,0,1,0,0,0.0,0.0
100168,0.128984,ADD,SELL,100.0,5000,11,True,0,1,1,0,0,0.0,0.0
100169,0.129592,ADD,SELL,100.0,200,4,False,0,1,1,0,0,0.0,0.0
100170,0.130038,ADD,BUY,99.99,500,8,False,1,0,1,0,0,0.0,0.0
100171,0.130561,ADD,BUY,100.02,500,7,False,1,0,1,0,0,0.0,0.0
100099,0.131029,EXECUTE,SELL,100.05,200,3,False,0,1,0,0,1,0.056063,0.056063
100172,0.13143,ADD,SELL,100.01,15000,11,True,0,1,1,0,0,0.0,0.0
100037,0.132259,EXECUTE,SELL,99.95,200,10,False,0,1,0,0,1,0.104841,0.104841
100173,0.132508,ADD,BUY,100.04,100,3,False,1,0,1,0,0,0.0,0.0
100174,0.132693,ADD,SELL,99.97,200,8,False,0,1,1,0,0,0.0,0.0
100175,0.133668,ADD,SELL,100.0,10000,11,True,0,1,1,0,0,0.0,0.0
100121,0.134303,EXECUTE,SELL,100.05,200,4,False,0,1,0,0,1,0.043681,0.043681
100150,0.134836,CANCEL,SELL,99.98,300,6,False,0,1,0,1,0,0.020039,0.020039
100041,0.135198,EXECUTE,SELL,100.01,1000,3,False,0,1,0,0,1,0.10434,0.10434
100176,0.13545,ADD,SELL,100.02,100,1,False,0,1,1,0,0,0.0,0.0
100177,0.135913,ADD,BUY,100.01,100,8,False,1,0,1,0,0,0.0,0.0
100178,0.136202,ADD,SELL,99.99,300,1,False,0,1,1,0,0,0.0,0.0
100152,0.137074,CANCEL,SELL,100.0,200,6,False,0,1,0,1,0,0.021357,0.021357
100179,0.13746,ADD,SELL,99.99,10000,11,True,0,1,1,0,0,0.0,0.0
100180,0.137778,ADD,SELL,99.96,100,7,False,0,1,1,0,0,0.0,0.0
100181,0.138475,ADD,BUY,100.02,100,3,False,1,0,1,0,0,0.0,0.0
100182,0.139358,ADD,SELL,100.05,200,9,False,0,1,1,0,0,0.0,0.0
100183,0.140011,ADD,BUY,99.99,200,3,False,1,0,1,0,0,0.0,0.0
100184,0.140804,ADD,SELL,100.0,200,5,False,0,1,1,0,0,0.0,0.0
100098,0.141614,EXECUTE,SELL,99.99,100,1,False,0,1,0,0,1,0.067208,0.067208
100185,0.142239,ADD,SELL,100.0,100,1,False,0,1,1,0,0,0.0,0.0
100186,0.143095,ADD,SELL,100.01,100,4,False,0,1,1,0,0,0.0,0.0
100163,0.144044,EXECUTE,BUY,100.0,1000,9,False,1,0,0,0,1,0.02085,0.02085
100187,0.144185,ADD,BUY,99.95,200,3,False,1,0,1,0,0,0.0,0.0
100188,0.144686,ADD,SELL,99.96,100,10,False,0,1,1,0,0,0.0,0.0
100189,0.145185,ADD,BUY,99.96,100,9,False,1,0,1,0,0,0.0,0.0
100190,0.145772,ADD,SELL,100.03,200,10,False,0,1,1,0,0,0.0,0.0
100191,0.146377,ADD,BUY,99.98,200,8,False,1,0,1,0,0,0.0,0.0
100192,0.147021,ADD,BUY,99.98,200,7,False,1,0,1,0,0,0.0,0.0
100193,0.147826,ADD,SELL,99.95,100,10,False,0,1,1,0,0,0.0,0.0
100194,0.147986,ADD,SELL,99.99,300,9,False,0,1,1,0,0,0.0,0.0
100195,0.148319,ADD,SELL,99.98,300,8,False,0,1,1,0,0,0.0,0.0
100196,0.148651,ADD,SELL,99.96,100,5,False,0,1,1,0,0,0.0,0.0
100197,0.148873,ADD,BUY,100.0,5000,11,True,1,0,1,0,0,0.0,0.0
100172,0.149385,CANCEL,SELL,100.01,15000,11,True,0,1,0,1,0,0.017955,0.017955
100161,0.1495,CANCEL,SELL,99.96,100,7,False,0,1,0,1,0,0.028373,0.028373
100198,0.150214,ADD,SELL,100.05,200,6,False,0,1,1,0,0,0.0,0.0
100145,0.150877,EXECUTE,BUY,100.04,500,5,False,1,0,0,0,1,0.039116,0.039116
100199,0.151705,ADD,BUY,100.05,100,5,False,1,0,1,0,0,0.0,0.0
100200,0.152493,ADD,SELL,100.05,200,7,False,0,1,1,0,0,0.0,0.0
100201,0.153451,ADD,BUY,100.04,100,5,False,1,0,1,0,0,0.0,0.0
100202,0.154192,ADD,BUY,99.98,100,6,False,1,0,1,0,0,0.0,0.0
100203,0.154787,ADD,SELL,99.96,200,1,False,0,1,1,0,0,0.0,0.0
100204,0.155678,ADD,SELL,99.96,100,2,False,0,1,1,0,0,0.0,0.0
100205,0.156159,ADD,SELL,99.96,200,6,False,0,1,1,0,0,0.0,0.0
100124,0.156563,EXECUTE,SELL,100.04,200,3,False,0,1,0,0,1,0.065027,0.065027
100206,0.156895,ADD,SELL,99.98,300,9,False,0,1,1,0,0,0.0,0.0
100207,0.15759,ADD,BUY,99.96,100,3,False,1,0,1,0,0,0.0,0.0
100208,0.158204,ADD,SELL,100.02,100,7,False,0,1,1,0,0,0.0,0.0
100209,0.158388,ADD,SELL,99.97,100,8,False,0,1,1,0,0,0.0,0.0
100210,0.15921,ADD,SELL,99.97,500,8,False,0,1,1,0,0,0.0,0.0
100074,0.159643,EXECUTE,SELL,100.0,100,4,False,0,1,0,0,1,0.105198,0.105198
100211,0.159931,ADD,BUY,99.95,1000,8,False,1,0,1,0,0,0.0,0.0
100212,0.16083,ADD,SELL,100.02,300,3,False,0,1,1,0,0,0.0,0.0
100213,0.161543,ADD,BUY,100.0,500,1,False,1,0,1,0,0,0.0,0.0
100214,0.161693,ADD,BUY,100.01,200,7,False,1,0,1,0,0,0.0,0.0
100215,0.162563,ADD,SELL,99.98,200,10,False,0,1,1,0,0,0.0,0.0
100204,0.162937,EXECUTE,SELL,99.96,100,2,False,0,1,0,0,1,0.007259,0.007259
100216,0.163879,ADD,SELL,100.01,100,5,False,0,1,1,0,0,0.0,0.0
100106,0.16399,EXECUTE,SELL,99.97,100,3,False,0,1,0,0,1,0.084394,0.084394
100122,0.164815,CANCEL,BUY,100.05,200,9,False,1,0,0,1,0,0.074091,0.074091
100217,0.165693,ADD,BUY,100.04,200,5,False,1,0,1,0,0,0.0,0.0
100218,0.166397,ADD,BUY,99.96,500,3,False,1,0,1,0,0,0.0,0.0
100219,0.166822,ADD,BUY,100.0,20000,11,True,1,0,1,0,0,0.0,0.0
100220,0.167768,ADD,SELL,100.04,200,9,False,0,1,1,0,0,0.0,0.0
100221,0.168703,ADD,SELL,99.97,200,7,False,0,1,1,0,0,0.0,0.0
100222,0.169457,ADD,SELL,100.02,300,10,False,0,1,1,0,0,0.0,0.0
100108,0.170057,CANCEL,BUY,100.0,10000,11,True,1,0,0,1,0,0.088943,0.088943
100223,0.170866,ADD,BUY,99.96,100,7,False,1,0,1,0,0,0.0,0.0
100147,0.17159,CANCEL,BUY,100.0,200,1,False,1,0,0,1,0,0.058612,0.058612
100224,0.172233,ADD,BUY,100.02,100,5,False,1,0,1,0,0,0.0,0.0
